name,review_count,rating,phone,display_address,image_url,url,categories,display_phone,price,longitude,latitude,neighborhood,region,city,country,state,zip_code,address1,address2,address3,alias,id,is_closed,update_date,tag
POST,268,4.5,+19172612613,"217 E 3rd St, New York, NY 10009",https://s3-media1.fl.yelpcdn.com/bphoto/vgPbiRjgQFi8kBeD14pkhg/o.jpg,https://www.yelp.com/biz/post-new-york-2?adjust_creative=SVOY-FaCa46_d4jRxG76Iw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=SVOY-FaCa46_d4jRxG76Iw,breakfast_brunch-Breakfast & Brunch;cocktailbars-Cocktail Bars;newamerican-American (New);,(917) 261-2613,$$,-73.9821975,40.7225246,Alphabet City and Loisaida,Manhattan,New York,US,NY,10009,217 E 3rd St,,,post-new-york-2,ihplCj2HKWR7z-bBKf8Nzw,False,"06/09/2021, 00:48","restaurants,dancerestaurants"
Ten Degrees Bar,820,4.0,+12123588600,"121 St Marks Pl, New York, NY 10009",https://s3-media1.fl.yelpcdn.com/bphoto/2wy6kx8eoY06PisZAVc4xg/o.jpg,https://www.yelp.com/biz/ten-degrees-bar-new-york?adjust_creative=SVOY-FaCa46_d4jRxG76Iw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=SVOY-FaCa46_d4jRxG76Iw,gastropubs-Gastropubs;venues-Venues & Event Spaces;,(212) 358-8600,$$,-73.98342,40.72692,Alphabet City and Loisaida,Manhattan,New York,US,NY,10009,121 St Marks Pl,,,ten-degrees-bar-new-york,-p7dvuKa91_4B-aiFIFB8Q,False,"06/09/2021, 00:48","restaurants,dancerestaurants"
Somtum Der,761,4.0,+12122608570,"85 Ave A, New York, NY 10009",https://s3-media2.fl.yelpcdn.com/bphoto/85AftnoxLOq0T0HKHPSdgg/o.jpg,https://www.yelp.com/biz/somtum-der-new-york?adjust_creative=SVOY-FaCa46_d4jRxG76Iw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=SVOY-FaCa46_d4jRxG76Iw,thai-Thai;,(212) 260-8570,$$,-73.9842741682317,40.7252151982238,Alphabet City and Loisaida,Manhattan,New York,US,NY,10009,85 Ave A,,,somtum-der-new-york,qrydcGQpeDP_1oFvx3qOeg,False,"06/09/2021, 00:48","restaurants,dancerestaurants"
Giano Restaurant,621,4.5,+12126737200,"126 E 7th St, New York, NY 10009",https://s3-media1.fl.yelpcdn.com/bphoto/0PrOZ5stl86k6V1SzHcjNA/o.jpg,https://www.yelp.com/biz/giano-restaurant-new-york?adjust_creative=SVOY-FaCa46_d4jRxG76Iw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=SVOY-FaCa46_d4jRxG76Iw,italian-Italian;,(212) 673-7200,$$,-73.9840574049125,40.7262256596862,Alphabet City and Loisaida,Manhattan,New York,US,NY,10009,126 E 7th St,,,giano-restaurant-new-york,dh5r9-SbN8xJ76XvnayWLQ,False,"06/09/2021, 00:48","restaurants,dancerestaurants"
Hanoi House,546,4.0,+12129955010,"119 Saint Marks Pl, New York, NY 10009",https://s3-media1.fl.yelpcdn.com/bphoto/Y-seW2lzCP1wkqJDy0bg_A/o.jpg,https://www.yelp.com/biz/hanoi-house-new-york?adjust_creative=SVOY-FaCa46_d4jRxG76Iw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=SVOY-FaCa46_d4jRxG76Iw,vietnamese-Vietnamese;,(212) 995-5010,$$,-73.983505,40.727066,Alphabet City and Loisaida,Manhattan,New York,US,NY,10009,119 Saint Marks Pl,,,hanoi-house-new-york,bZQryeTD6hIsT6lSUxzSSw,False,"06/09/2021, 00:48","restaurants,dancerestaurants"
Cornerstone Cafe,1122,4.0,+12122281260,"17 Ave B, New York, NY 10009",https://s3-media3.fl.yelpcdn.com/bphoto/U83WNl9o1Q-YGf2HAE5yTA/o.jpg,https://www.yelp.com/biz/cornerstone-cafe-new-york?adjust_creative=SVOY-FaCa46_d4jRxG76Iw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=SVOY-FaCa46_d4jRxG76Iw,italian-Italian;breakfast_brunch-Breakfast & Brunch;newamerican-American (New);,(212) 228-1260,$$,-73.983249573445,40.7220618263077,Alphabet City and Loisaida,Manhattan,New York,US,NY,10009,17 Ave B,,,cornerstone-cafe-new-york,efYELOeAJ-CjKpzayEfblg,False,"06/09/2021, 00:48","restaurants,dancerestaurants"
Supper,1335,4.0,+12124777600,"156 E 2nd St, New York, NY 10009",https://s3-media4.fl.yelpcdn.com/bphoto/jEEH9kmoHFmyQRgXiMjFuw/o.jpg,https://www.yelp.com/biz/supper-new-york?adjust_creative=SVOY-FaCa46_d4jRxG76Iw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=SVOY-FaCa46_d4jRxG76Iw,italian-Italian;,(212) 477-7600,$$,-73.98527,40.7229,Alphabet City and Loisaida,Manhattan,New York,US,NY,10009,156 E 2nd St,,,supper-new-york,Vs8kQ4R381y27AH018gLpg,False,"06/09/2021, 00:48","restaurants,dancerestaurants"
Superiority Burger,613,4.0,+12122561192,"430 E 9th St, New York, NY 10009",https://s3-media4.fl.yelpcdn.com/bphoto/w00_XAXGSe2L5_wWBZGTPQ/o.jpg,https://www.yelp.com/biz/superiority-burger-new-york?adjust_creative=SVOY-FaCa46_d4jRxG76Iw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=SVOY-FaCa46_d4jRxG76Iw,burgers-Burgers;vegetarian-Vegetarian;,(212) 256-1192,$,-73.98355,40.72739,Alphabet City and Loisaida,Manhattan,New York,US,NY,10009,430 E 9th St,,,superiority-burger-new-york,tf3RVircY9-8adku41N6VQ,False,"06/09/2021, 00:48","restaurants,dancerestaurants"
Ruffian,216,4.5,,"125 E 7th St, New York, NY 10009",https://s3-media2.fl.yelpcdn.com/bphoto/0GYErnvNf57HyyOIu8AcLA/o.jpg,https://www.yelp.com/biz/ruffian-new-york-4?adjust_creative=SVOY-FaCa46_d4jRxG76Iw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=SVOY-FaCa46_d4jRxG76Iw,wine_bars-Wine Bars;tapasmallplates-Tapas/Small Plates;vegetarian-Vegetarian;,,$$,-73.98411,40.7264,Alphabet City and Loisaida,Manhattan,New York,US,NY,10009,125 E 7th St,,,ruffian-new-york-4,fFkqEyupjc5x2iJQIPcpLw,False,"06/09/2021, 00:48","restaurants,dancerestaurants"
MáLà Project,701,4.0,+12123538880,"122 1st Ave, New York, NY 10009",https://s3-media4.fl.yelpcdn.com/bphoto/PFR2C4TiLBTUcMUpznUXlg/o.jpg,https://www.yelp.com/biz/m%C3%A1l%C3%A0-project-new-york?adjust_creative=SVOY-FaCa46_d4jRxG76Iw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=SVOY-FaCa46_d4jRxG76Iw,szechuan-Szechuan;hotpot-Hot Pot;,(212) 353-8880,$$,-73.98542,40.72713,Alphabet City and Loisaida,Manhattan,New York,US,NY,10009,122 1st Ave,,,málà-project-new-york,Kqb7MjTPNkjPMoFRd-rWpw,False,"06/09/2021, 00:48","restaurants,dancerestaurants"
Mughlai Grill,394,4.5,+12125332828,"6 Clinton St, New York, NY 10002",https://s3-media2.fl.yelpcdn.com/bphoto/lO0eDOibDNOrc95q8FNuIQ/o.jpg,https://www.yelp.com/biz/mughlai-grill-new-york?adjust_creative=SVOY-FaCa46_d4jRxG76Iw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=SVOY-FaCa46_d4jRxG76Iw,indpak-Indian;,(212) 533-2828,$$,-73.9840446,40.7210905,Alphabet City and Loisaida,Manhattan,New York,US,NY,10002,6 Clinton St,,,mughlai-grill-new-york,_7BGw3YFNOTzP1Www3zB7g,False,"06/09/2021, 00:48","restaurants,dancerestaurants"
Banh Mi Zon,324,4.5,+16465246384,"443 E 6th St, New York, NY 10009",https://s3-media1.fl.yelpcdn.com/bphoto/fP1PPzOkTbSeRdiJzYDimQ/o.jpg,https://www.yelp.com/biz/banh-mi-zon-new-york-4?adjust_creative=SVOY-FaCa46_d4jRxG76Iw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=SVOY-FaCa46_d4jRxG76Iw,vietnamese-Vietnamese;sandwiches-Sandwiches;salad-Salad;,(646) 524-6384,$,-73.9842575,40.7256861,Alphabet City and Loisaida,Manhattan,New York,US,NY,10009,443 E 6th St,,,banh-mi-zon-new-york-4,Ew3d7Vt18c1MH4_X6ogxQQ,False,"06/09/2021, 00:48","restaurants,dancerestaurants"
Pause Cafe,418,4.5,+12126775415,"3 Clinton St, New York, NY 10002",https://s3-media1.fl.yelpcdn.com/bphoto/T8poA0a4leJLMEeF4DxeSg/o.jpg,https://www.yelp.com/biz/pause-cafe-new-york?adjust_creative=SVOY-FaCa46_d4jRxG76Iw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=SVOY-FaCa46_d4jRxG76Iw,moroccan-Moroccan;cafes-Cafes;juicebars-Juice Bars & Smoothies;,(212) 677-5415,$,-73.98408,40.72123,Alphabet City and Loisaida,Manhattan,New York,US,NY,10002,3 Clinton St,,,pause-cafe-new-york,sR60I9PI_63noBQcGoIrbw,False,"06/09/2021, 00:48","restaurants,dancerestaurants"
Takahachi,570,4.0,+12125056524,"85 Ave A, New York, NY 10009",https://s3-media2.fl.yelpcdn.com/bphoto/hEeWHgKSHySg1i9RUQTzUw/o.jpg,https://www.yelp.com/biz/takahachi-new-york?adjust_creative=SVOY-FaCa46_d4jRxG76Iw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=SVOY-FaCa46_d4jRxG76Iw,sushi-Sushi Bars;japanese-Japanese;,(212) 505-6524,$$,-73.984436,40.725315,Alphabet City and Loisaida,Manhattan,New York,US,NY,10009,85 Ave A,,,takahachi-new-york,itblJyiTY2h2ACidLk66oA,False,"06/09/2021, 00:48","restaurants,dancerestaurants"
Wafels & Dinges,574,4.0,+12125107114,"15 Ave B, New York, NY 10009",https://s3-media2.fl.yelpcdn.com/bphoto/RlGOIncepfRQergRP4shBQ/o.jpg,https://www.yelp.com/biz/wafels-and-dinges-new-york-24?adjust_creative=SVOY-FaCa46_d4jRxG76Iw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=SVOY-FaCa46_d4jRxG76Iw,belgian-Belgian;desserts-Desserts;breakfast_brunch-Breakfast & Brunch;,(212) 510-7114,$$,-73.983287,40.72182,Alphabet City and Loisaida,Manhattan,New York,US,NY,10009,15 Ave B,,,wafels-and-dinges-new-york-24,bmI-QX9p9Ap-rpnvm7fJxA,False,"06/09/2021, 00:48",desserts
Koneko,291,4.5,+16463705699,"26 Clinton St, New York, NY 10002",https://s3-media4.fl.yelpcdn.com/bphoto/WZcJF6gmjNHO6TYv9KOfNg/o.jpg,https://www.yelp.com/biz/koneko-new-york-3?adjust_creative=SVOY-FaCa46_d4jRxG76Iw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=SVOY-FaCa46_d4jRxG76Iw,cafes-Cafes;breakfast_brunch-Breakfast & Brunch;desserts-Desserts;,(646) 370-5699,$$,-73.98412,40.72044,Alphabet City and Loisaida,Manhattan,New York,US,NY,10002,26 Clinton St,,,koneko-new-york-3,zi_TJRxi0WzADbbI6Jcz3A,False,"06/09/2021, 00:48",desserts
Lois,95,4.5,+12124751400,"98 Avenue C, New York, NY 10009",https://s3-media4.fl.yelpcdn.com/bphoto/veWAHrBbZNYITCS0nll1yg/o.jpg,https://www.yelp.com/biz/lois-new-york?adjust_creative=SVOY-FaCa46_d4jRxG76Iw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=SVOY-FaCa46_d4jRxG76Iw,wine_bars-Wine Bars;,(212) 475-1400,$$,-73.97887,40.723708,Alphabet City and Loisaida,Manhattan,New York,US,NY,10009,98 Avenue C,,,lois-new-york,MKaRnG4eSx1XDiDEbDFv0A,False,"06/09/2021, 00:48","bars,beergardens"
Alphabet City Beer Company,195,4.5,+16464227103,"96 Ave C, New York, NY 10009",https://s3-media2.fl.yelpcdn.com/bphoto/4VwDhe67rSAbIsGsS8R60g/o.jpg,https://www.yelp.com/biz/alphabet-city-beer-company-new-york?adjust_creative=SVOY-FaCa46_d4jRxG76Iw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=SVOY-FaCa46_d4jRxG76Iw,"bars-Bars;beer_and_wine-Beer, Wine & Spirits;",(646) 422-7103,$$,-73.978836,40.723652,Alphabet City and Loisaida,Manhattan,New York,US,NY,10009,96 Ave C,,,alphabet-city-beer-company-new-york,VN7CdSCyo-ZWquo_ouGoVA,False,"06/09/2021, 00:48","bars,beergardens"
Poke N Roll,55,4.0,+12124207653,"441 E 9th St, New York, NY 10009",https://s3-media2.fl.yelpcdn.com/bphoto/OvgnqfcAcjar9gWWvwG1eg/o.jpg,https://www.yelp.com/biz/poke-n-roll-new-york-3?adjust_creative=SVOY-FaCa46_d4jRxG76Iw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=SVOY-FaCa46_d4jRxG76Iw,asianfusion-Asian Fusion;sushi-Sushi Bars;japanese-Japanese;,(212) 420-7653,$$,-73.98304,40.72752,East Village,Manhattan,New York,US,NY,10009,441 E 9th St,,,poke-n-roll-new-york-3,wm9vD7JetCskxM7RV2CTbA,False,"06/09/2021, 00:48","restaurants,dancerestaurants"
Augurs Well,110,4.0,,"115 St Marks Pl, New York, NY 10009",https://s3-media2.fl.yelpcdn.com/bphoto/SoGhGy0uwtCA030CCAzp4g/o.jpg,https://www.yelp.com/biz/augurs-well-new-york?adjust_creative=SVOY-FaCa46_d4jRxG76Iw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=SVOY-FaCa46_d4jRxG76Iw,bars-Bars;tradamerican-American (Traditional);burgers-Burgers;,,$$,-73.9836121,40.7271194,East Village,Manhattan,New York,US,NY,10009,115 St Marks Pl,,,augurs-well-new-york,fk3-pMDXesluqvPOTyRJgQ,False,"06/09/2021, 00:48","restaurants,dancerestaurants"
East Village Social,187,4.5,+16467558662,"126 St Marks St, New York, NY 10009",https://s3-media4.fl.yelpcdn.com/bphoto/vxdoT-lu-dIYnpN30G2_iQ/o.jpg,https://www.yelp.com/biz/east-village-social-new-york?adjust_creative=SVOY-FaCa46_d4jRxG76Iw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=SVOY-FaCa46_d4jRxG76Iw,bars-Bars;tradamerican-American (Traditional);,(646) 755-8662,$$,-73.9837265,40.726841,East Village,Manhattan,New York,US,NY,10009,126 St Marks St,,,east-village-social-new-york,dv4mMmbCAb7FtUj1Md-K6Q,False,"06/09/2021, 00:48","restaurants,dancerestaurants"
Bua,525,4.0,+12129796276,"122 St Marks Pl, New York, NY 10009",https://s3-media4.fl.yelpcdn.com/bphoto/0X-HBJC7dDEdaAqz_0MiOQ/o.jpg,https://www.yelp.com/biz/bua-new-york?adjust_creative=SVOY-FaCa46_d4jRxG76Iw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=SVOY-FaCa46_d4jRxG76Iw,bars-Bars;gastropubs-Gastropubs;,(212) 979-6276,$$,-73.9838067,40.7268537,East Village,Manhattan,New York,US,NY,10009,122 St Marks Pl,,,bua-new-york,n8p5g3-Fu1RBKx35QhiaXg,False,"06/09/2021, 00:48","restaurants,dancerestaurants"
Mama Fina's - New York,183,4.0,+19172620893,"167 Avenue A, New York, NY 10009",https://s3-media1.fl.yelpcdn.com/bphoto/5qM9vU3orsGdwcI25ezSsQ/o.jpg,https://www.yelp.com/biz/mama-finas-new-york-new-york-2?adjust_creative=SVOY-FaCa46_d4jRxG76Iw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=SVOY-FaCa46_d4jRxG76Iw,filipino-Filipino;,(917) 262-0893,$$,-73.98226,40.72829,East Village,Manhattan,New York,US,NY,10009,167 Avenue A,,,mama-finas-new-york-new-york-2,YAOJAXBqQTHuY85kN8VulQ,False,"06/09/2021, 00:48","restaurants,dancerestaurants"
David's Cafe,210,4.0,+16466783206,"110 St Marks Pl, New York, NY 10009",https://s3-media4.fl.yelpcdn.com/bphoto/MI8yA82mgupSopKWJz2Xuw/o.jpg,https://www.yelp.com/biz/davids-cafe-new-york?adjust_creative=SVOY-FaCa46_d4jRxG76Iw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=SVOY-FaCa46_d4jRxG76Iw,newamerican-American (New);french-French;cafes-Cafes;,(646) 678-3206,$$,-73.9843428879976,40.7269310030458,East Village,Manhattan,New York,US,NY,10009,110 St Marks Pl,,,davids-cafe-new-york,3V20VbC45XL4TBYTL9DrOg,False,"06/09/2021, 00:48","restaurants,dancerestaurants"
Ahimsa Garden,141,4.5,+12122282022,"265 E 10th St, New York, NY 10009",https://s3-media1.fl.yelpcdn.com/bphoto/27ipw604CudN0p7ulKivmw/o.jpg,https://www.yelp.com/biz/ahimsa-garden-new-york-4?adjust_creative=SVOY-FaCa46_d4jRxG76Iw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=SVOY-FaCa46_d4jRxG76Iw,indpak-Indian;vegetarian-Vegetarian;kosher-Kosher;,(212) 228-2022,$$,-73.983178,40.728491,East Village,Manhattan,New York,US,NY,10009,265 E 10th St,,,ahimsa-garden-new-york-4,qhXIW0LDT4XsoN2IE6dZHg,False,"06/09/2021, 00:48","restaurants,dancerestaurants"
Whitman's,650,4.0,+19172612858,"406 E 9th St, New York, NY 10009",https://s3-media2.fl.yelpcdn.com/bphoto/INCrXM_h7FV_wl9ewG0qAA/o.jpg,https://www.yelp.com/biz/whitmans-new-york?adjust_creative=SVOY-FaCa46_d4jRxG76Iw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=SVOY-FaCa46_d4jRxG76Iw,burgers-Burgers;tradamerican-American (Traditional);,(917) 261-2858,$$,-73.984469,40.727942,East Village,Manhattan,New York,US,NY,10009,406 E 9th St,,,whitmans-new-york,qOp4T7UxfL6MgO41dN3Qlg,False,"06/09/2021, 00:48","restaurants,dancerestaurants"
Ladybird,319,4.0,+19172615524,"111 East 7th St, New York, NY 10009",https://s3-media4.fl.yelpcdn.com/bphoto/2TygiyW6_aLUUznWagFWrA/o.jpg,https://www.yelp.com/biz/ladybird-new-york?adjust_creative=SVOY-FaCa46_d4jRxG76Iw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=SVOY-FaCa46_d4jRxG76Iw,vegan-Vegan;cocktailbars-Cocktail Bars;tapasmallplates-Tapas/Small Plates;,(917) 261-5524,$$,-73.9847712789363,40.726769311104,East Village,Manhattan,New York,US,NY,10009,111 East 7th St,,,ladybird-new-york,upaVTWhLsxcu1HXqN8iHVQ,False,"06/09/2021, 00:48","restaurants,dancerestaurants"
Ho Foods,321,4.0,+13477880682,"110 E 7th St, New York, NY 10009",https://s3-media2.fl.yelpcdn.com/bphoto/-yKeU-JwcZ_CaO5-cok-Cw/o.jpg,https://www.yelp.com/biz/ho-foods-new-york-3?adjust_creative=SVOY-FaCa46_d4jRxG76Iw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=SVOY-FaCa46_d4jRxG76Iw,taiwanese-Taiwanese;chinese-Chinese;breakfast_brunch-Breakfast & Brunch;,(347) 788-0682,$$,-73.98478,40.72634,East Village,Manhattan,New York,US,NY,10009,110 E 7th St,,,ho-foods-new-york-3,rBUTVjRs5CcEMe3dfVRZJQ,False,"06/09/2021, 00:48","restaurants,dancerestaurants"
Physical GraffiTea,163,4.0,+12124777334,"96 St Marks Pl, New York, NY 10009",https://s3-media3.fl.yelpcdn.com/bphoto/DW1jxPLWqHvtqBkjL9kLug/o.jpg,https://www.yelp.com/biz/physical-graffitea-new-york?adjust_creative=SVOY-FaCa46_d4jRxG76Iw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=SVOY-FaCa46_d4jRxG76Iw,coffee-Coffee & Tea;tea-Tea Rooms;cafes-Cafes;,(212) 477-7334,$,-73.984927,40.727188,East Village,Manhattan,New York,US,NY,10009,96 St Marks Pl,,,physical-graffitea-new-york,fzBvSgiIosXI_LY2xEFpFA,False,"06/09/2021, 00:48","restaurants,dancerestaurants"
Goodnight Sonny,276,4.0,+16466923254,"134 1st Ave, New York, NY 10009",https://s3-media3.fl.yelpcdn.com/bphoto/MFiw5153Ysrlsjf9fNf9dA/o.jpg,https://www.yelp.com/biz/goodnight-sonny-new-york-3?adjust_creative=SVOY-FaCa46_d4jRxG76Iw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=SVOY-FaCa46_d4jRxG76Iw,cocktailbars-Cocktail Bars;seafood-Seafood;sandwiches-Sandwiches;,(646) 692-3254,$$,-73.98502,40.72768,East Village,Manhattan,New York,US,NY,10009,134 1st Ave,,,goodnight-sonny-new-york-3,nGyffNA23K4sO08rKB2E5g,False,"06/09/2021, 00:48","restaurants,dancerestaurants"
Madame Vo,842,4.0,+19172612115,"212 E 10th St, New York, NY 10003",https://s3-media1.fl.yelpcdn.com/bphoto/S_S_ITZlC7r80LnlNTYfcA/o.jpg,https://www.yelp.com/biz/madame-vo-new-york?adjust_creative=SVOY-FaCa46_d4jRxG76Iw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=SVOY-FaCa46_d4jRxG76Iw,vietnamese-Vietnamese;,(917) 261-2115,$$,-73.98612,40.72925,East Village,Manhattan,New York,US,NY,10003,212 E 10th St,,,madame-vo-new-york,m2Zsy2UAkcDf0cRzk2Yoqw,False,"06/09/2021, 00:48","restaurants,dancerestaurants"
Divya's Kitchen,401,4.5,+12124774834,"25 1st Ave, New York, NY 10003",https://s3-media4.fl.yelpcdn.com/bphoto/pvN55m32kDo9J0dUskNoaw/o.jpg,https://www.yelp.com/biz/divyas-kitchen-new-york?adjust_creative=SVOY-FaCa46_d4jRxG76Iw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=SVOY-FaCa46_d4jRxG76Iw,vegan-Vegan;vegetarian-Vegetarian;,(212) 477-4834,$$,-73.98849,40.72378,East Village,Manhattan,New York,US,NY,10003,25 1st Ave,,,divyas-kitchen-new-york,NKI1VvfXYluRjnq4S6yEuw,False,"06/09/2021, 00:48","restaurants,dancerestaurants"
Lovers of Today,268,4.0,+12124209517,"132 1/2 E 7th St, New York, NY 10009",https://s3-media2.fl.yelpcdn.com/bphoto/j7ylWaCUhTHljpXjlzidmw/o.jpg,https://www.yelp.com/biz/lovers-of-today-new-york?adjust_creative=SVOY-FaCa46_d4jRxG76Iw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=SVOY-FaCa46_d4jRxG76Iw,lounges-Lounges;,(212) 420-9517,$$,-73.9833755493164,40.7258338928223,East Village,Manhattan,New York,US,NY,10009,132 1/2 E 7th St,,,lovers-of-today-new-york,_MjMpJ6fVQZbbTOZf8T2XA,False,"06/09/2021, 00:48","bars,beergardens"
Proletariat,294,4.0,,"102 St Marks Pl, New York, NY 10009",https://s3-media1.fl.yelpcdn.com/bphoto/yxUUAKazhMOFqNa7ZwV7mQ/o.jpg,https://www.yelp.com/biz/proletariat-new-york?adjust_creative=SVOY-FaCa46_d4jRxG76Iw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=SVOY-FaCa46_d4jRxG76Iw,beerbar-Beer Bar;,,$$,-73.9845192432404,40.7272506368689,East Village,Manhattan,New York,US,NY,10009,102 St Marks Pl,,,proletariat-new-york,Cw8g99c6ybhsbrTCgI5S_Q,False,"06/09/2021, 00:48","bars,beergardens"
Panineria Italiana,217,4.0,+19173883257,"9 East 8th St, New York, NY 10011",https://s3-media2.fl.yelpcdn.com/bphoto/Lw5fmFzrSnGvbTLy-6zDcQ/o.jpg,https://www.yelp.com/biz/panineria-italiana-new-york?adjust_creative=SVOY-FaCa46_d4jRxG76Iw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=SVOY-FaCa46_d4jRxG76Iw,italian-Italian;sandwiches-Sandwiches;wine_bars-Wine Bars;,(917) 388-3257,$$,-73.99567476701655,40.732096526685154,Greenwich Village,Manhattan,New York,US,NY,10011,9 East 8th St,,,panineria-italiana-new-york,Zub6WrbrS_4XMI1mPbyeiw,False,"06/09/2021, 00:48","restaurants,dancerestaurants"
LĒNA Coffee Bar,118,4.0,+12129792315,"1 W 8th St, Ste B, New York, NY 10011",https://s3-media1.fl.yelpcdn.com/bphoto/_zJmq6TGsHpCzELmiLbUKA/o.jpg,https://www.yelp.com/biz/l%C4%93na-coffee-bar-new-york?adjust_creative=SVOY-FaCa46_d4jRxG76Iw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=SVOY-FaCa46_d4jRxG76Iw,coffee-Coffee & Tea;sandwiches-Sandwiches;,(212) 979-2315,$,-73.996744,40.732439,Greenwich Village,Manhattan,New York,US,NY,10011,1 W 8th St,Ste B,,lēna-coffee-bar-new-york,IJmnnNx5RlvcckyTt3yjLQ,False,"06/09/2021, 00:48","restaurants,dancerestaurants"
White Oak Tavern,359,4.0,+12122602604,"21 Waverly Pl, New York, NY 10003",https://s3-media4.fl.yelpcdn.com/bphoto/4-uGrB74kiwTG9XKFDRoig/o.jpg,https://www.yelp.com/biz/white-oak-tavern-new-york-2?adjust_creative=SVOY-FaCa46_d4jRxG76Iw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=SVOY-FaCa46_d4jRxG76Iw,newamerican-American (New);whiskeybars-Whiskey Bars;cocktailbars-Cocktail Bars;,(212) 260-2604,$$,-73.99462,40.73036,Greenwich Village,Manhattan,New York,US,NY,10003,21 Waverly Pl,,,white-oak-tavern-new-york-2,mVN2G1c5bRtAsNlr2Tbx6Q,False,"06/09/2021, 00:48","restaurants,dancerestaurants"
The Boil,822,4.0,+16468337110,"17 Waverly Pl, New York, NY 10003",https://s3-media2.fl.yelpcdn.com/bphoto/lzFeR6PJ2JH9LzdHVYUILQ/o.jpg,https://www.yelp.com/biz/the-boil-new-york-5?adjust_creative=SVOY-FaCa46_d4jRxG76Iw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=SVOY-FaCa46_d4jRxG76Iw,cajun-Cajun/Creole;seafood-Seafood;,(646) 833-7110,$$,-73.99429517055144,40.730316162745154,Greenwich Village,Manhattan,New York,US,NY,10003,17 Waverly Pl,,,the-boil-new-york-5,0087AC_NnFRtC0c9FsB9pw,False,"06/09/2021, 00:48","restaurants,dancerestaurants"
Pelicana Chicken,82,4.0,+16467915766,"52 East 8th St, New York, NY 10003",https://s3-media3.fl.yelpcdn.com/bphoto/jR1T1QQQAO4OnfNLh-_f2Q/o.jpg,https://www.yelp.com/biz/pelicana-chicken-new-york-5?adjust_creative=SVOY-FaCa46_d4jRxG76Iw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=SVOY-FaCa46_d4jRxG76Iw,chickenshop-Chicken Shop;chicken_wings-Chicken Wings;korean-Korean;,(646) 791-5766,$$,-73.99373,40.73102,Greenwich Village,Manhattan,New York,US,NY,10003,52 East 8th St,,,pelicana-chicken-new-york-5,PjF1dqCskf3T8jH2gA66JA,False,"06/09/2021, 00:48","restaurants,dancerestaurants"
